TAIRID	Tissue_specificity
AT1G64490	embryo.proper
AT1G12530	embryo.proper
ATCG00330	embryo.proper
AT4G19600	embryo.proper
AT2G07721	embryo.proper
AT3G53350	embryo.proper
AT5G51750	embryo.proper
AT4G17520	embryo.proper
AT1G10320	embryo.proper
AT4G30330	embryo.proper
AT4G31270	embryo.proper
AT1G11240	embryo.proper
AT2G47990	embryo.proper
ATMG00010	embryo.proper
AT4G23780	embryo.proper
AT3G04630	embryo.proper
AT5G46740	embryo.proper
AT3G29310	embryo.proper
ATCG00540	embryo.proper
AT5G63700	embryo.proper
AT2G24230	embryo.proper
AT1G05460	embryo.proper
AT1G13330	embryo.proper
AT5G26890	embryo.proper
AT2G21060	embryo.proper
AT2G43650	embryo.proper
AT5G62800	embryo.proper
AT5G19960	embryo.proper
AT1G28420	embryo.proper
ATCG00510	embryo.proper
AT1G79060	embryo.proper
AT4G25730	embryo.proper
AT5G15010	embryo.proper
ATMG00510	embryo.proper
AT5G08460	embryo.proper
ATCG01060	embryo.proper
AT1G20220	embryo.proper
AT3G02400	embryo.proper
AT5G17160	embryo.proper
AT1G72670	embryo.proper
AT3G05570	embryo.proper
AT5G14750	embryo.proper
AT2G38370	embryo.proper
AT1G73177	embryo.proper
AT2G16440	embryo.proper
AT1G14687	embryo.proper
AT3G19720	embryo.proper
AT2G29210	embryo.proper
AT3G14980	embryo.proper
AT5G50990	embryo.proper
AT3G27530	embryo.proper
AT5G43530	embryo.proper
AT4G19380	embryo.proper
AT3G21040	embryo.proper
AT1G63650	embryo.proper
AT1G49490	embryo.proper
AT5G16720	embryo.proper
AT2G21290	embryo.proper
ATCG00180	embryo.proper
AT1G71850	embryo.proper
AT1G77030	embryo.proper
AT5G27630	embryo.proper
AT5G49500	embryo.proper
AT5G57390	embryo.proper
AT3G10530	embryo.proper
AT5G07810	embryo.proper
AT1G75150	embryo.proper
AT4G00820	embryo.proper
AT4G24660	embryo.proper
AT1G36550	embryo.proper
AT5G13790	embryo.proper
AT3G51810	embryo.proper
AT1G27461	embryo.proper
AT4G28950	embryo.proper
AT1G49940	embryo.proper
AT5G53770	embryo.proper
AT3G12480	embryo.proper
AT2G35530	embryo.proper
AT4G03750	embryo.proper
ATCG00660	embryo.proper
AT3G60360	embryo.proper
AT1G15940	embryo.proper
AT1G01840	embryo.proper
AT1G48160	embryo.proper
AT1G13160	embryo.proper
AT5G02370	embryo.proper
AT1G31750	embryo.proper
AT1G15510	embryo.proper
AT3G07050	embryo.proper
ATCG00550	embryo.proper
AT4G36700	embryo.proper
AT1G09700	embryo.proper
AT5G49400	embryo.proper
AT1G74900	embryo.proper
AT3G56100	embryo.proper
ATMG00160	embryo.proper
AT4G27370	embryo.proper
AT3G28730	embryo.proper
AT5G06760	embryo.proper
AT3G58660	embryo.proper
AT3G24320	embryo.proper
AT1G27640	embryo.proper
AT5G57130	embryo.proper
AT5G27550	embryo.proper
AT1G05950	embryo.proper
AT1G15700	embryo.proper
AT5G12450	embryo.proper
AT3G29140	embryo.proper
AT4G30840	embryo.proper
AT2G34700	embryo.proper
AT5G65510	embryo.proper
ATCG00080	embryo.proper
AT1G51080	embryo.proper
AT2G44470	embryo.proper
AT1G65660	embryo.proper
AT1G08260	embryo.proper
AT1G08580	embryo.proper
AT2G28740	embryo.proper
AT4G10620	embryo.proper
AT4G21020	embryo.proper
AT3G12960	embryo.proper
AT1G33520	embryo.proper
AT2G25620	embryo.proper
AT5G24630	embryo.proper
AT2G25210	embryo.proper
AT1G68185	embryo.proper
AT5G50770	embryo.proper
AT4G14330	embryo.proper
ATCG01110	embryo.proper
AT1G15310	embryo.proper
ATCG00270	embryo.proper
AT4G24175	embryo.proper
AT5G28640	embryo.proper
ATCG00360	embryo.proper
AT3G47120	embryo.proper
AT1G32630	embryo.proper
AT3G24400	embryo.proper
AT5G49640	embryo.proper
AT3G06010	embryo.proper
AT5G53880	embryo.proper
AT3G02000	embryo.proper
AT4G13070	embryo.proper
AT2G44730	embryo.proper
AT3G20150	embryo.proper
AT3G17160	embryo.proper
AT4G27140	embryo.proper
AT4G11140	embryo.proper
AT2G41070	embryo.proper
AT4G03930	embryo.proper
AT4G02710	embryo.proper
AT3G17840	embryo.proper
AT2G41650	embryo.proper
AT1G78650	embryo.proper
AT1G71210	embryo.proper
AT5G48360	embryo.proper
AT1G11220	embryo.proper
ATCG00210	embryo.proper
AT5G07180	embryo.proper
AT5G62100	embryo.proper
AT1G53460	embryo.proper
ATMG00840	embryo.proper
AT4G07830	embryo.proper
AT3G59420	embryo.proper
AT4G11840	embryo.proper
AT3G28345	embryo.proper
AT1G67100	embryo.proper
AT4G15890	embryo.proper
AT4G37110	embryo.proper
AT1G29270	embryo.proper
AT2G14660	embryo.proper
AT2G34640	embryo.proper
AT3G17050	embryo.proper
AT5G06670	embryo.proper
AT1G04660	embryo.proper
AT1G06180	embryo.proper
AT5G58003	embryo.proper
AT4G13690	embryo.proper
AT5G38040	embryo.proper
AT1G52640	embryo.proper
ATMG01200	embryo.proper
AT3G55560	embryo.proper
AT2G39140	embryo.proper
AT3G53450	embryo.proper
AT5G10510	embryo.proper
AT2G42560	embryo.proper
AT5G23890	embryo.proper
AT5G16790	embryo.proper
AT1G07840	embryo.proper
AT1G19100	embryo.proper
AT1G76740	embryo.proper
AT4G21140	embryo.proper
AT1G64880	embryo.proper
AT3G51740	embryo.proper
AT5G04660	embryo.proper
AT5G54850	embryo.proper
AT1G15570	embryo.proper
AT5G51600	embryo.proper
AT2G20450	embryo.proper
AT2G06210	embryo.proper
AT1G64600	embryo.proper
AT2G22080	embryo.proper
AT2G28050	embryo.proper
AT3G15352	embryo.proper
ATMG01130	embryo.proper
AT3G15140	embryo.proper
ATCG00640	embryo.proper
AT5G27330	embryo.proper
AT5G17270	embryo.proper
ATCG00280	embryo.proper
AT1G56690	embryo.proper
AT1G11950	embryo.proper
AT1G15840	embryo.proper
AT1G29962	embryo.proper
AT2G32940	embryo.proper
AT5G23570	embryo.proper
AT3G57150	embryo.proper
AT2G22100	embryo.proper
AT2G39500	embryo.proper
AT5G61030	embryo.proper
AT2G37420	embryo.proper
AT5G23480	embryo.proper
AT1G63240	embryo.proper
AT3G33073	embryo.proper
ATCG00070	embryo.proper
AT1G03780	embryo.proper
AT3G29300	embryo.proper
AT1G60970	embryo.proper
AT2G21820	embryo.proper
AT5G09830	embryo.proper
AT5G52280	embryo.proper
AT1G63680	embryo.proper
AT1G15830	embryo.proper
AT3G12060	embryo.proper
AT1G55930	embryo.proper
ATCG00760	embryo.proper
AT4G31760	embryo.proper
AT2G41550	embryo.proper
AT3G13780	embryo.proper
AT1G63300	embryo.proper
ATMG00710	embryo.proper
AT3G42660	embryo.proper
AT2G40220	embryo.proper
ATMG00630	embryo.proper
AT1G21970	embryo.proper
AT4G31680	embryo.proper
AT2G26120	embryo.proper
AT3G58100	embryo.proper
AT1G04150	embryo.proper
AT5G20300	embryo.proper
AT1G26840	embryo.proper
AT5G46680	embryo.proper
AT1G32730	embryo.proper
AT5G53800	embryo.proper
AT5G37010	embryo.proper
AT4G28230	embryo.proper
AT3G15280	embryo.proper
AT5G52640	embryo.proper
AT1G61430	embryo.proper
AT1G18650	embryo.proper
AT3G06030	embryo.proper
AT5G64670	embryo.proper
AT2G32630	embryo.proper
AT5G04290	embryo.proper
AT2G18120	embryo.proper
AT1G35545	embryo.proper
AT1G23000	embryo.proper
AT3G56870	embryo.proper
AT1G55040	embryo.proper
AT5G27200	embryo.proper
AT3G18510	embryo.proper
AT5G48870	embryo.proper
AT5G62550	embryo.proper
AT3G50690	embryo.proper
AT5G61865	embryo.proper
AT3G14340	embryo.proper
AT3G13070	embryo.proper
AT5G55660	embryo.proper
AT4G31615	embryo.proper
AT5G10950	embryo.proper
AT5G66780	embryo.proper
AT4G29140	embryo.proper
ATMG00690	embryo.proper
AT3G20840	embryo.proper
AT1G73590	embryo.proper
AT1G12620	embryo.proper
AT5G45780	embryo.proper
AT1G32560	embryo.proper
ATMG00060	embryo.proper
AT1G64560	embryo.proper
ATCG00740	embryo.proper
AT3G32917	embryo.proper
AT1G78430	embryo.proper
AT2G22270	embryo.proper
AT2G47790	embryo.proper
AT3G24660	embryo.proper
AT2G23530	embryo.proper
AT1G68640	embryo.proper
AT5G11240	embryo.proper
AT4G17960	embryo.proper
AT2G26460	embryo.proper
ATCG00530	embryo.proper
AT3G06680	embryo.proper
AT4G33990	embryo.proper
AT5G14620	embryo.proper
AT4G03180	embryo.proper
AT5G23940	embryo.proper
AT3G62050	embryo.proper
AT1G08560	embryo.proper
AT4G12760	embryo.proper
AT1G54160	embryo.proper
AT5G52010	embryo.proper
AT1G63470	embryo.proper
AT4G17950	embryo.proper
AT1G68510	embryo.proper
AT1G02330	embryo.proper
AT3G19050	embryo.proper
AT3G46380	embryo.proper
AT3G52770	embryo.proper
AT1G26500	embryo.proper
AT3G27660	embryo.proper
ATCG00600	embryo.proper
AT1G26760	embryo.proper
AT5G03870	embryo.proper
AT5G47160	embryo.proper
AT5G57120	embryo.proper
AT5G61310	embryo.proper
AT5G16850	embryo.proper
AT5G44700	embryo.proper
ATCG01120	embryo.proper
AT2G29570	embryo.proper
AT3G44440	embryo.proper
AT3G24490	embryo.proper
AT5G67270	embryo.proper
AT3G43210	embryo.proper
ATCG00810	embryo.proper
AT5G44080	embryo.proper
AT4G08180	embryo.proper
AT2G30470	embryo.proper
AT5G16950	embryo.proper
AT1G54050	embryo.proper
AT1G79950	embryo.proper
AT2G18540	embryo.proper
AT2G40650	embryo.proper
AT1G15530	embryo.proper
AT1G32290	embryo.proper
AT5G52380	embryo.proper
AT2G18520	embryo.proper
AT2G34710	embryo.proper
AT4G15910	embryo.proper
AT3G52040	embryo.proper
AT1G23650	embryo.proper
AT5G25580	embryo.proper
AT3G10040	embryo.proper
AT1G07980	embryo.proper
AT5G25080	embryo.proper
AT2G47920	embryo.proper
AT2G32590	embryo.proper
AT3G13190	embryo.proper
AT5G42060	embryo.proper
AT3G13350	embryo.proper
AT4G37740	embryo.proper
AT1G31010	embryo.proper
AT2G25890	embryo.proper
AT4G32240	embryo.proper
AT5G51210	embryo.proper
AT5G66820	embryo.proper
AT5G50390	embryo.proper
AT2G25650	embryo.proper
AT5G36210	embryo.proper
AT2G01210	embryo.proper
AT2G25720	embryo.proper
AT5G44120	embryo.proper
AT2G23040	embryo.proper
AT4G24110	embryo.proper
AT1G80450	embryo.proper
AT5G44230	embryo.proper
AT4G26660	embryo.proper
AT5G42880	embryo.proper
AT5G43020	embryo.proper
AT4G09940	embryo.proper
AT5G46280	embryo.proper
AT3G19650	embryo.proper
AT1G31760	embryo.proper
AT3G19510	embryo.proper
AT5G45670	embryo.proper
AT1G65880	embryo.proper
AT1G64320	embryo.proper
AT1G03540	embryo.proper
AT2G37080	embryo.proper
ATMG01360	embryo.proper
AT1G28300	embryo.proper
ATCG00490	embryo.proper
AT5G60960	embryo.proper
AT3G10310	embryo.proper
AT5G06160	embryo.proper
AT2G17620	embryo.proper
AT3G60850	embryo.proper
AT1G12830	embryo.proper
ATCG00190	embryo.proper
AT1G26540	embryo.proper
AT3G07030	embryo.proper
AT3G19360	embryo.proper
AT5G11310	embryo.proper
AT1G16800	embryo.proper
AT3G24480	embryo.proper
AT1G06670	embryo.proper
AT3G62100	embryo.proper
AT1G26210	embryo.proper
AT5G48940	embryo.proper
AT5G63420	embryo.proper
AT2G36230	embryo.proper
AT5G63320	embryo.proper
AT1G18370	embryo.proper
AT2G28620	embryo.proper
AT5G55920	embryo.proper
AT5G03060	embryo.proper
AT3G23740	embryo.proper
AT1G10910	embryo.proper
AT3G63350	embryo.proper
AT1G50110	embryo.proper
AT1G62670	embryo.proper
AT2G23290	embryo.proper
AT3G12810	embryo.proper
AT5G65820	embryo.proper
AT3G07440	embryo.proper
ATCG00500	embryo.proper
AT3G02120	embryo.proper
AT3G27150	embryo.proper
AT1G71420	embryo.proper
AT2G44910	embryo.proper
ATMG00660	embryo.proper
AT5G37790	embryo.proper
AT1G03530	embryo.proper
AT2G41340	embryo.proper
AT2G35300	embryo.proper
AT3G21090	embryo.proper
AT2G46410	embryo.proper
AT2G37630	embryo.proper
AT4G08310	embryo.proper
AT5G23680	embryo.proper
AT5G15570	embryo.proper
AT5G19900	embryo.proper
AT5G16040	embryo.proper
AT3G50080	embryo.proper
AT1G03270	embryo.proper
AT5G41770	embryo.proper
AT5G40460	embryo.proper
ATMG00640	embryo.proper
AT5G38170	embryo.proper
ATMG00650	embryo.proper
AT1G07570	embryo.proper
AT5G11780	embryo.proper
AT3G49240	embryo.proper
AT1G63100	embryo.proper
AT3G27640	embryo.proper
AT5G23190	embryo.proper
AT1G74070	embryo.proper
AT3G54320	embryo.proper
AT5G48650	embryo.proper
AT3G51720	embryo.proper
AT4G10800	embryo.proper
AT2G19270	embryo.proper
AT2G16830	embryo.proper
AT3G50980	embryo.proper
AT3G27330	embryo.proper
AT1G28060	embryo.proper
AT4G15720	embryo.proper
AT3G09070	embryo.proper
AT3G05130	embryo.proper
AT2G40030	embryo.proper
AT3G42130	embryo.proper
AT4G14690	embryo.proper
AT1G43240	embryo.proper
ATMG00140	embryo.proper
ATCG00130	embryo.proper
AT4G08460	embryo.proper
AT5G40480	embryo.proper
AT1G68120	embryo.proper
AT5G11160	embryo.proper
AT1G21810	embryo.proper
AT1G31310	embryo.proper
AT3G05600	embryo.proper
AT5G66940	embryo.proper
AT1G53860	embryo.proper
AT3G48120	embryo.proper
AT4G11080	embryo.proper
AT3G22121	embryo.proper
AT1G47970	embryo.proper
AT2G10780	embryo.proper
AT4G14900	embryo.proper
AT2G42110	embryo.proper
AT1G61240	embryo.proper
AT2G38810	embryo.proper
AT5G27230	embryo.proper
AT2G42190	embryo.proper
AT5G14580	embryo.proper
AT1G20580	embryo.proper
AT2G45860	embryo.proper
AT1G12330	embryo.proper
AT5G48570	embryo.proper
AT3G50870	embryo.proper
AT1G64330	embryo.proper
AT1G26680	embryo.proper
AT1G72440	embryo.proper
AT2G42370	embryo.proper
AT2G32450	embryo.proper
AT3G24340	embryo.proper
AT5G56950	embryo.proper
AT2G18220	embryo.proper
AT5G61190	embryo.proper
AT2G33680	embryo.proper
AT3G51750	embryo.proper
AT1G54380	embryo.proper
AT3G06700	embryo.proper
AT1G08780	embryo.proper
AT2G02160	embryo.proper
AT3G25110	embryo.proper
AT5G03670	embryo.proper
AT2G18650	embryo.proper
AT1G10520	embryo.proper
ATMG00580	embryo.proper
AT1G62045	embryo.proper
AT4G20140	embryo.proper
AT1G09770	embryo.proper
AT2G47500	embryo.proper
AT1G75640	embryo.proper
ATCG00780	embryo.proper
AT5G23910	embryo.proper
AT3G15550	embryo.proper
AT3G26790	embryo.proper
AT4G14150	embryo.proper
AT1G71180	embryo.proper
AT1G09600	embryo.proper
AT1G13740	embryo.proper
AT5G24330	embryo.proper
AT4G07400	embryo.proper
AT3G27120	embryo.proper
AT2G36270	embryo.proper
ATCG00700	embryo.proper
ATMG00320	embryo.proper
AT3G07780	embryo.proper
ATCG00160	embryo.proper
AT3G55060	embryo.proper
AT1G09190	embryo.proper
ATCG00680	embryo.proper
AT2G26180	embryo.proper
AT3G17170	embryo.proper
AT3G24650	embryo.proper
AT1G50620	embryo.proper
AT1G04030	embryo.proper
AT5G35660	embryo.proper
AT2G05580	embryo.proper
AT5G62500	embryo.proper
AT4G30090	embryo.proper
AT1G23280	embryo.proper
AT5G38195	embryo.proper
AT5G40130	embryo.proper
AT5G38160	embryo.proper
AT2G06310	embryo.proper
AT5G25750	embryo.proper
AT1G77310	embryo.proper
AT3G54170	embryo.proper
ATMG01400	embryo.proper
AT2G37400	embryo.proper
AT3G02110	embryo.proper
AT2G27470	embryo.proper
AT5G40610	embryo.proper
AT5G26860	embryo.proper
AT1G53345	embryo.proper
AT5G02590	embryo.proper
AT3G15670	embryo.proper
AT1G36440	embryo.proper
AT4G31360	embryo.proper
AT3G17360	embryo.proper
AT5G27650	embryo.proper
AT3G43160	embryo.proper
AT5G01075	embryo.proper
AT2G30130	embryo.proper
AT1G80790	embryo.proper
AT4G33280	embryo.proper
AT2G19290	embryo.proper
AT1G48580	embryo.proper
AT5G59590	embryo.proper
AT1G53720	embryo.proper
AT5G38870	embryo.proper
AT5G66750	embryo.proper
AT2G39260	embryo.proper
AT4G03100	embryo.proper
ATCG00065	embryo.proper
AT5G02220	embryo.proper
AT3G44050	embryo.proper
AT1G02970	embryo.proper
AT1G79150	embryo.proper
AT1G71170	embryo.proper
AT3G55760	embryo.proper
AT2G13550	embryo.proper
AT4G22000	embryo.proper
AT5G46640	embryo.proper
AT3G53380	embryo.proper
AT1G55200	embryo.proper
AT1G26300	embryo.proper
AT1G60770	embryo.proper
AT3G53280	embryo.proper
AT1G15200	embryo.proper
AT1G74250	embryo.proper
AT4G27170	embryo.proper
AT2G36030	embryo.proper
AT3G11640	embryo.proper
AT3G51280	embryo.proper
AT5G22810	embryo.proper
AT1G64670	embryo.proper
AT5G60930	embryo.proper
AT4G25140	embryo.proper
AT2G29540	embryo.proper
AT5G43640	embryo.proper
AT3G01610	embryo.proper
ATCG00570	embryo.proper
AT5G57810	embryo.proper
AT5G13520	embryo.proper
AT1G03100	embryo.proper
AT1G76420	embryo.proper
AT3G05470	embryo.proper
AT1G80870	embryo.proper
AT4G27160	embryo.proper
AT3G06740	embryo.proper
AT5G45400	embryo.proper
AT3G50540	embryo.proper
AT2G24440	embryo.proper
AT5G01870	embryo.proper
AT2G21440	embryo.proper
ATCG00520	embryo.proper
ATCG00170	embryo.proper
AT4G12700	embryo.proper
AT2G46980	embryo.proper
AT5G07200	embryo.proper
AT1G13790	embryo.proper
AT1G61410	embryo.proper
AT4G17540	embryo.proper
AT1G65090	embryo.proper
AT5G61800	embryo.proper
AT3G13960	embryo.proper
AT3G18570	embryo.proper
AT5G18750	embryo.proper
AT5G45700	embryo.proper
AT3G49710	embryo.proper
AT1G12775	embryo.proper
AT5G03940	embryo.proper
AT3G18790	embryo.proper
AT3G18640	embryo.proper
AT3G14900	embryo.proper
AT5G47090	embryo.proper
ATCG00730	embryo.proper
AT4G10710	embryo.proper
AT3G19020	embryo.proper
AT5G08630	embryo.proper
AT3G12770	embryo.proper
AT5G17790	embryo.proper
AT1G80580	embryo.proper
ATCG00750	embryo.proper
AT1G50300	embryo.proper
AT4G00270	embryo.proper
AT5G09840	embryo.proper
AT5G33300	embryo.proper
AT2G36640	embryo.proper
AT3G54870	embryo.proper
AT1G42410	embryo.proper
AT2G13660	embryo.proper
AT5G49370	embryo.proper
AT5G19300	embryo.proper
AT3G02760	embryo.proper
AT5G52950	embryo.proper
AT3G53040	embryo.proper
AT1G44110	embryo.proper
AT4G16630	embryo.proper
AT5G23070	embryo.proper
AT5G56780	embryo.proper
AT3G49600	embryo.proper
AT5G40490	embryo.proper
AT4G00770	embryo.proper
AT3G27550	embryo.proper
AT1G53490	embryo.proper
AT1G11710	embryo.proper
AT5G12330	embryo.proper
AT1G11690	embryo.proper
AT4G02800	embryo.proper
AT4G24970	embryo.proper
AT1G05440	embryo.proper
AT5G50740	embryo.proper
AT5G37130	embryo.proper
AT2G43800	embryo.proper
AT1G30960	embryo.proper
AT3G61310	embryo.proper
ATCG00650	embryo.proper
AT1G06720	embryo.proper
AT1G80370	embryo.proper
AT2G31725	embryo.proper
AT1G18950	embryo.proper
AT2G19380	embryo.proper
AT5G50780	embryo.proper
AT3G12340	embryo.proper
AT5G53070	embryo.proper
AT4G39420	embryo.proper
AT5G65410	embryo.proper
AT5G25060	embryo.proper
AT2G40170	embryo.proper
AT3G23450	embryo.proper
AT1G61920	embryo.proper
AT3G49890	embryo.proper
AT4G25980	embryo.proper
ATCG00050	embryo.proper
AT5G09970	embryo.proper
ATCG00710	embryo.proper
AT3G03130	embryo.proper
AT3G09360	embryo.proper
ATCG00560	embryo.proper
AT1G21560	embryo.proper
AT2G13690	embryo.proper
AT4G18750	embryo.proper
ATMG01000	embryo.proper
AT5G51410	embryo.proper
ATCG01080	embryo.proper
AT5G54910	embryo.proper
ATMG00110	embryo.proper
AT4G29430	embryo.proper
AT3G58650	embryo.proper
AT1G10780	embryo.proper
AT3G22660	embryo.proper
AT5G14450	embryo.proper
AT3G17520	embryo.proper
AT4G36930	embryo.proper
AT5G06540	embryo.proper
AT5G63920	embryo.proper
AT2G14520	embryo.proper
ATCG00140	embryo.proper
AT3G22810	embryo.proper
AT2G45340	embryo.proper
AT1G11420	embryo.proper
AT1G61570	embryo.proper
AT5G52630	embryo.proper
ATCG00150	embryo.proper
AT5G55680	embryo.proper
AT4G29000	embryo.proper
AT5G41070	embryo.proper
AT2G01770	embryo.proper
AT4G02750	embryo.proper
AT1G62710	embryo.proper
AT1G69600	embryo.proper
AT2G26760	embryo.proper
AT1G32760	embryo.proper
ATCG01070	embryo.proper
AT3G18100	embryo.proper
AT5G50315	embryo.proper
AT5G14000	embryo.proper
ATCG00040	embryo.proper
ATMG00070	embryo.proper
AT4G31520	embryo.proper
AT5G13680	embryo.proper
AT5G60030	embryo.proper
AT2G41890	embryo.proper
AT4G10640	embryo.proper
AT3G59550	embryo.proper
AT5G65880	embryo.proper
ATCG01050	embryo.proper
AT3G49380	embryo.proper
AT3G24250	embryo.proper
AT1G02420	embryo.proper
AT5G22880	embryo.proper
AT1G44810	embryo.proper
AT5G49430	embryo.proper
AT4G12240	embryo.proper
AT2G28610	embryo.proper
AT5G11540	embryo.suspensor
AT1G18410	embryo.suspensor
AT2G27320	embryo.suspensor
AT1G21430	embryo.suspensor
AT4G18170	embryo.suspensor
AT1G51860	embryo.suspensor
AT1G74190	embryo.suspensor
AT5G37490	embryo.suspensor
AT3G10600	embryo.suspensor
AT3G56620	embryo.suspensor
AT5G56700	embryo.suspensor
AT5G59190	embryo.suspensor
AT5G22850	embryo.suspensor
AT1G19160	embryo.suspensor
AT5G19710	embryo.suspensor
AT5G63750	embryo.suspensor
AT5G50270	embryo.suspensor
AT1G03445	embryo.suspensor
AT2G48030	embryo.suspensor
AT3G20960	embryo.suspensor
AT3G62510	embryo.suspensor
AT1G12880	embryo.suspensor
AT5G12420	embryo.suspensor
AT2G23260	embryo.suspensor
AT1G28327	embryo.suspensor
AT2G35890	embryo.suspensor
AT1G04180	embryo.suspensor
AT4G22700	embryo.suspensor
AT1G79330	embryo.suspensor
AT2G33010	embryo.suspensor
AT5G40430	embryo.suspensor
AT2G30650	embryo.suspensor
AT5G46040	embryo.suspensor
AT2G43510	embryo.suspensor
AT4G21380	embryo.suspensor
AT5G35900	embryo.suspensor
AT2G14160	embryo.suspensor
AT5G04540	embryo.suspensor
AT3G55590	embryo.suspensor
AT5G25960	embryo.suspensor
AT4G24040	embryo.suspensor
AT1G72960	embryo.suspensor
AT2G25680	embryo.suspensor
AT3G21230	embryo.suspensor
AT4G22530	embryo.suspensor
AT1G29600	embryo.suspensor
AT1G02250	embryo.suspensor
AT1G55600	embryo.suspensor
AT4G10220	embryo.suspensor
AT1G36000	embryo.suspensor
AT3G28960	embryo.suspensor
AT5G39440	embryo.suspensor
AT1G59940	embryo.suspensor
AT4G12890	embryo.suspensor
AT1G09550	embryo.suspensor
AT2G20160	embryo.suspensor
AT1G51850	embryo.suspensor
AT1G11540	embryo.suspensor
AT5G60630	embryo.suspensor
AT2G37720	embryo.suspensor
AT5G19270	embryo.suspensor
AT4G02300	embryo.suspensor
AT3G24810	embryo.suspensor
AT3G61900	embryo.suspensor
AT5G02070	embryo.suspensor
AT1G66780	embryo.suspensor
AT4G05250	embryo.suspensor
AT1G22420	embryo.suspensor
AT3G14630	embryo.suspensor
AT4G17990	embryo.suspensor
AT5G58830	embryo.suspensor
AT5G40155	embryo.suspensor
AT4G10850	embryo.suspensor
AT3G20880	embryo.suspensor
AT1G70630	embryo.suspensor
AT2G35550	embryo.suspensor
AT5G56300	embryo.suspensor
AT1G10010	embryo.suspensor
AT5G59360	embryo.suspensor
AT2G45420	embryo.suspensor
AT1G71890	embryo.suspensor
AT2G21540	embryo.suspensor
AT5G04210	embryo.suspensor
AT3G57270	embryo.suspensor
AT1G22210	embryo.suspensor
AT2G21420	embryo.suspensor
AT1G44130	embryo.suspensor
AT3G44240	embryo.suspensor
AT4G10210	embryo.suspensor
AT3G57680	embryo.suspensor
AT5G42640	embryo.suspensor
AT5G10440	embryo.suspensor
AT1G02550	embryo.suspensor
AT5G56320	embryo.suspensor
AT1G76290	embryo.suspensor
AT2G32560	embryo.suspensor
AT1G20500	embryo.suspensor
AT1G14790	embryo.suspensor
AT4G00750	embryo.suspensor
AT4G35650	embryo.suspensor
AT4G28700	embryo.suspensor
AT3G62480	embryo.suspensor
AT2G36890	embryo.suspensor
AT5G45980	embryo.suspensor
AT4G28710	embryo.suspensor
AT1G04610	embryo.suspensor
AT2G19150	embryo.suspensor
AT4G38870	embryo.suspensor
AT3G28490	embryo.suspensor
AT1G02220	embryo.suspensor
AT5G40680	embryo.suspensor
AT2G34990	embryo.suspensor
AT5G25410	embryo.suspensor
AT2G46850	embryo.suspensor
AT1G79960	embryo.suspensor
AT2G17750	embryo.suspensor
AT2G19510	embryo.suspensor
AT3G10780	embryo.suspensor
AT2G29940	embryo.suspensor
AT2G28680	embryo.suspensor
AT1G64830	embryo.suspensor
AT3G59480	embryo.suspensor
AT5G42800	embryo.suspensor
AT5G62260	embryo.suspensor
AT1G43950	embryo.suspensor
AT1G54280	embryo.suspensor
AT1G19410	embryo.suspensor
AT3G05310	embryo.suspensor
AT2G26050	embryo.suspensor
AT1G09790	embryo.suspensor
AT4G39500	embryo.suspensor
AT2G01430	embryo.suspensor
AT5G63820	embryo.suspensor
AT4G35900	embryo.suspensor
AT4G37360	embryo.suspensor
AT3G49300	embryo.suspensor
AT4G37370	embryo.suspensor
AT1G74990	embryo.suspensor
AT1G29600	embryo.suspensor
AT2G23250	embryo.suspensor
AT1G68320	embryo.suspensor
AT2G32770	embryo.suspensor
AT2G24540	embryo.suspensor
AT3G51090	embryo.suspensor
AT3G04100	embryo.suspensor
AT3G15990	embryo.suspensor
AT3G14780	embryo.suspensor
AT4G30050	embryo.suspensor
AT4G20800	embryo.suspensor
AT4G22100	embryo.suspensor
AT3G58330	embryo.suspensor
AT4G34580	embryo.suspensor
AT1G30660	embryo.suspensor
AT5G03590	embryo.suspensor
AT1G56620	embryo.suspensor
AT5G61980	embryo.suspensor
AT2G44590	embryo.suspensor
AT4G32870	embryo.suspensor
AT5G40645	embryo.suspensor
AT1G33870	embryo.suspensor
AT2G28650	embryo.suspensor
AT5G15050	embryo.suspensor
AT3G46540	embryo.suspensor
AT3G48950	embryo.suspensor
AT4G29370	embryo.suspensor
AT4G23080	embryo.suspensor
AT2G12940	embryo.suspensor
AT1G34170	embryo.suspensor
AT1G72680	embryo.suspensor
AT4G25720	embryo.suspensor
AT3G62320	embryo.suspensor
AT5G23180	embryo.suspensor
AT2G39410	embryo.suspensor
AT1G19780	embryo.suspensor
AT1G54340	embryo.suspensor
AT3G57670	embryo.suspensor
AT3G09240	embryo.suspensor
AT5G37160	embryo.suspensor
AT2G20620	embryo.suspensor
AT3G11920	embryo.suspensor
AT1G22460	embryo.suspensor
AT1G23080	embryo.suspensor
AT1G54450	embryo.suspensor
AT5G11220	embryo.suspensor
AT2G12900	embryo.suspensor
AT5G50260	embryo.suspensor
AT2G47800	embryo.suspensor
AT1G17960	embryo.suspensor
AT2G03190	embryo.suspensor
AT1G53420	embryo.suspensor
AT4G21680	embryo.suspensor
AT5G03020	embryo.suspensor
AT1G02940	embryo.suspensor
AT3G16960	embryo.suspensor
AT1G16150	embryo.suspensor
AT2G23970	embryo.suspensor
AT2G26940	embryo.suspensor
AT3G12820	embryo.suspensor
AT3G23870	embryo.suspensor
